box: 0
-0.63	-0.3	-0.3
-0.63	-0.3	-0.17
-0.63	-0.3	-0.04
-0.63	-0.17	-0.3
-0.63	-0.17	-0.17
-0.63	-0.17	-0.04
-0.63	-0.04	-0.3
-0.63	-0.04	-0.17
-0.63	-0.04	-0.04
-0.5	-0.3	-0.3
-0.5	-0.3	-0.17
-0.5	-0.3	-0.04
-0.5	-0.17	-0.3
-0.5	-0.17	-0.17
-0.5	-0.17	-0.04
-0.5	-0.04	-0.3
-0.5	-0.04	-0.17
-0.5	-0.04	-0.04
-0.37	-0.3	-0.3
-0.37	-0.3	-0.17
-0.37	-0.3	-0.04
-0.37	-0.17	-0.3
-0.37	-0.17	-0.17
-0.37	-0.17	-0.04
-0.37	-0.04	-0.3
-0.37	-0.04	-0.17
-0.37	-0.04	-0.04
box: 1
-0.63	-0.3	0.04
-0.63	-0.3	0.17
-0.63	-0.3	0.3
-0.63	-0.17	0.04
-0.63	-0.17	0.17
-0.63	-0.17	0.3
-0.63	-0.04	0.04
-0.63	-0.04	0.17
-0.63	-0.04	0.3
-0.5	-0.3	0.04
-0.5	-0.3	0.17
-0.5	-0.3	0.3
-0.5	-0.17	0.04
-0.5	-0.17	0.17
-0.5	-0.17	0.3
-0.5	-0.04	0.04
-0.5	-0.04	0.17
-0.5	-0.04	0.3
-0.37	-0.3	0.04
-0.37	-0.3	0.17
-0.37	-0.3	0.3
-0.37	-0.17	0.04
-0.37	-0.17	0.17
-0.37	-0.17	0.3
-0.37	-0.04	0.04
-0.37	-0.04	0.17
-0.37	-0.04	0.3
box: 2
-0.63	0.04	-0.3
-0.63	0.04	-0.17
-0.63	0.04	-0.04
-0.63	0.17	-0.3
-0.63	0.17	-0.17
-0.63	0.17	-0.04
-0.63	0.3	-0.3
-0.63	0.3	-0.17
-0.63	0.3	-0.04
-0.5	0.04	-0.3
-0.5	0.04	-0.17
-0.5	0.04	-0.04
-0.5	0.17	-0.3
-0.5	0.17	-0.17
-0.5	0.17	-0.04
-0.5	0.3	-0.3
-0.5	0.3	-0.17
-0.5	0.3	-0.04
-0.37	0.04	-0.3
-0.37	0.04	-0.17
-0.37	0.04	-0.04
-0.37	0.17	-0.3
-0.37	0.17	-0.17
-0.37	0.17	-0.04
-0.37	0.3	-0.3
-0.37	0.3	-0.17
-0.37	0.3	-0.04
box: 3
-0.63	0.04	0.04
-0.63	0.04	0.17
-0.63	0.04	0.3
-0.63	0.17	0.04
-0.63	0.17	0.17
-0.63	0.17	0.3
-0.63	0.3	0.04
-0.63	0.3	0.17
-0.63	0.3	0.3
-0.5	0.04	0.04
-0.5	0.04	0.17
-0.5	0.04	0.3
-0.5	0.17	0.04
-0.5	0.17	0.17
-0.5	0.17	0.3
-0.5	0.3	0.04
-0.5	0.3	0.17
-0.5	0.3	0.3
-0.37	0.04	0.04
-0.37	0.04	0.17
-0.37	0.04	0.3
-0.37	0.17	0.04
-0.37	0.17	0.17
-0.37	0.17	0.3
-0.37	0.3	0.04
-0.37	0.3	0.17
-0.37	0.3	0.3
box: 4
